FirstLayer_task_speed_factor_1,FirstLayer_task_speed_factor_2,FirstLayer_task_speed_factor_3,FirstLayer_task_speed_factor_4,FirstLayer_task_speed_factor_5,FirstLayer_task_share_factor_1,FirstLayer_task_share_factor_2,playerName,POSTU3,FirstLayer_arg_freq_factor_1,FirstLayer_arg_freq_factor_2,FirstLayer_arg_freq_factor_3,FirstLayer_arg_speed_factor_1,FirstLayer_arg_speed_factor_2,FirstLayer_arg_speed_factor_3,FirstLayer_arg_share_factor_1,FirstLayer_arg_share_factor_2,FirstLayer_hotkey_freq_factor_1,FirstLayer_hotkey_speed_factor_1,FirstLayer_hotkey_share_factor_1,FirstLayer_dialogue_freq_factor_1,FirstLayer_dialogue_freq_factor_2,FirstLayer_dialogue_freq_factor_3,FirstLayer_dialogue_freq_factor_4,FirstLayer_dialogue_freq_factor_5,FirstLayer_dialogue_freq_factor_6,FirstLayer_dialogue_freq_factor_7,FirstLayer_dialogue_speed_factor_1,FirstLayer_dialogue_speed_factor_2,FirstLayer_dialogue_speed_factor_3,FirstLayer_dialogue_speed_factor_4,FirstLayer_dialogue_speed_factor_5,FirstLayer_dialogue_speed_factor_6,FirstLayer_dialogue_speed_factor_7,FirstLayer_dialogue_speed_factor_8,FirstLayer_dialogue_speed_factor_9,FirstLayer_dialogue_share_factor_1,FirstLayer_dialogue_share_factor_2,FirstLayer_dialogue_share_factor_3,FirstLayer_dialogue_share_factor_4,FirstLayer_dialogue_share_factor_5,FirstLayer_dialogue_share_factor_6,FirstLayer_behaviorType_freq_factor_1,FirstLayer_behaviorType_freq_factor_2,FirstLayer_behaviorType_speed_factor_1,FirstLayer_behaviorType_share_factor_1,FirstLayer_map_share_factor_1,FirstLayer_map_duration_factor_1,FirstLayer_itemInter_freq_factor_1,FirstLayer_itemInter_freq_factor_2,FirstLayer_itemInter_freq_factor_3,FirstLayer_itemInter_freq_factor_4,FirstLayer_itemInter_freq_factor_5,FirstLayer_itemInter_freq_factor_6,FirstLayer_itemInter_freq_factor_7,FirstLayer_itemInter_freq_factor_8,FirstLayer_itemInter_freq_factor_9,FirstLayer_itemInter_freq_factor_10,FirstLayer_itemInter_freq_factor_11,FirstLayer_itemInter_speed_factor_1,FirstLayer_itemInter_speed_factor_2,FirstLayer_itemInter_speed_factor_3,FirstLayer_itemInter_speed_factor_4,FirstLayer_itemInter_speed_factor_5,FirstLayer_itemInter_speed_factor_6,FirstLayer_itemInter_speed_factor_7,FirstLayer_itemInter_speed_factor_8,FirstLayer_itemInter_share_factor_1,FirstLayer_itemInter_share_factor_2,FirstLayer_itemInter_share_factor_3,FirstLayer_itemInter_share_factor_4,FirstLayer_itemInter_share_factor_5,FirstLayer_itemInter_share_factor_6,FirstLayer_itemInter_share_factor_7,FirstLayer_itemInter_share_factor_8,FirstLayer_itemInter_share_factor_9,ThirdLayer_inter_factor_14,upstreamArgScore,FirstLayer_itemInter_freq_factor_12,FirstLayer_itemInter_freq_factor_13,FirstLayer_itemInter_freq_factor_14,FirstLayer_itemInter_speed_factor_9,FirstLayer_itemInter_speed_factor_10,FirstLayer_itemInter_speed_factor_11,SecondLayer_task_inter_factor_1,SecondLayer_task_inter_factor_2,SecondLayer_task_inter_factor_3,SecondLayer_arg_inter_factor_1,SecondLayer_arg_inter_factor_2,SecondLayer_arg_inter_factor_3,SecondLayer_hotkey_inter_factor_1,SecondLayer_hotkey_inter_factor_2,SecondLayer_tool_inter_factor_1,SecondLayer_tool_inter_factor_2,SecondLayer_dialogue_inter_factor_1,SecondLayer_dialogue_inter_factor_2,SecondLayer_behaviorType_inter_factor_1,SecondLayer_behaviorType_inter_factor_2,FirstLayer_tool_freq_factor_1,FirstLayer_tool_freq_factor_2,FirstLayer_tool_share_factor_1,FirstLayer_tool_share_factor_2,FirstLayer_tool_speed_factor_1,FirstLayer_tool_speed_factor_2,SecondLayer_dialogue_inter_factor_3,SecondLayer_dialogue_inter_factor_4,SecondLayer_dialogue_inter_factor_5,PREU3,ThirdLayer_inter_factor_1,ThirdLayer_inter_factor_2,ThirdLayer_inter_factor_3,ThirdLayer_inter_factor_4,ThirdLayer_inter_factor_5,ThirdLayer_inter_factor_6,ThirdLayer_inter_factor_7,ThirdLayer_inter_factor_8,ThirdLayer_inter_factor_9,ThirdLayer_inter_factor_10,ThirdLayer_inter_factor_11,plantScore,ThirdLayer_inter_factor_12,ThirdLayer_inter_factor_13,crateDeliveryScore,ThirdLayer_inter_factor_15,ThirdLayer_inter_factor_16,ThirdLayer_inter_factor_17,ThirdLayer_inter_factor_18,ThirdLayer_inter_factor_19,SecondLayer_Item_inter_factor_1,SecondLayer_Item_inter_factor_2,SecondLayer_Item_inter_factor_3,SecondLayer_Item_inter_factor_4,SecondLayer_behaviorType_factor_1,SecondLayer_behaviorType_factor_2,SecondLayer_mapEx_inter_factor_1,SecondLayer_tool_inter_factor_3,SecondLayer_arg_inter_factor_4,SecondLayer_dialogue_inter_factor_6,SecondLayer_Item_inter_factor_5,SecondLayer_Item_inter_factor_6
0,0,0,0.534951659,4.659096655,0,0,177,Low,0,0,0,0,0,-3.658891334,0,2.038345363,47.490334,-10.392952,30.450584,0.076402993,-0.052569542,0.101959545,-0.398020603,0.556598963,-0.401190924,-0.039242836,0.055458903,0.254526141,-5.599585266,0,4.838731416,1.032088848,0,-9.425225535,0,0,-2.16914047,-5.096893615,0,0,0,1.650757786,-0.927601857,1.334780416,-0.285726061,Large,Small,3.276340182,7.690446551,-5.326841052,0.741217441,-0.71756906,3.719697826,4.956289474,-0.283078061,-5.184388999,1.109753639,2.286899362,5.191862578,-4.50159398,1.414492282,2.730179344,-1.231781751,-1.944886223,2.777672131,-4.941658573,-1.155616061,1.872846919,-3.713648697,-1.270054709,-3.270533377,0.618692368,-0.825057709,-4.609220805,1.009847376,0.874693625,-2.138093406,1.521054107,-3.845523305,-1.537474485,0.289646595,1.057379719,-2.02846406,-0.420513506,0.132612351,-2.527503101,-1.231730303,3.034996703,0.8600017,3.225577936,0.406438385,-2.773077889,1.614892646,-0.302628009,-0.313189297,6.894189412,-3.296292355,0.202536959,-0.563129899,-0.276675892,10.662556,4.4518905,-2.7792604,High,Low,Low,Low,0.830304173,-1.518821413,-0.13166857,2.117257037,-3.632896598,-0.148384339,-1.675495651,-0.179131477,1.897450495,-1.733184567,0.044008708,1.012527172,-1.708867968,0.430114289,1.582669187,-1.880059556,-0.006295633,2.816563953,0.290569066,0.721804555,0.319193564,0.339226312,0.468512376,2.384785272,-1.086015562,1.74838742,-3.388294652,0.26533246,0.900001511,1.189991724,0.327693183,0.494105294
0,0,0,-6.600783905,-0.320357725,0,0,178,High,0,1.706737238,0,0,-4.253122924,0,0,0,11.1837225,5.2612777,-53.242847,0.89113687,-0.295311649,-0.076298212,0.080524572,0.103411903,-0.007408912,-0.121891254,0.089982023,0.024595387,0,0,-1.297211828,0.490897624,0,0,0,2.148707186,0,0,4.181838008,0.731625899,-7.001743251,1.50214717,-1.17923211,-0.553569189,-0.513626138,Large,Small,-1.564755411,3.078198247,-0.765818897,1.454052054,-1.58111857,0.664570119,0.898990054,0.237233857,1.831061092,2.635274465,-1.203904712,0.895809711,0.049290621,0.043097038,1.864177903,1.262132356,-1.158832374,0.886587445,-0.230965698,-0.034899999,-0.403938273,0.884834148,-0.18991989,-0.147018958,0.712520317,-1.97359342,-1.656641819,0.794127352,1.028248096,1.687554445,-0.134575801,-0.321949566,1.121947204,0.227465101,0.393591005,0.202946046,0.145177846,0.129856969,1.262576495,-0.706677092,0.255054041,-0.241924404,-0.753290481,-0.813628396,-0.979002765,1.108891656,0.26440033,-1.634861196,-1.28914699,1.209398673,-1.657444166,2.964886022,-0.355819327,-0.000214145,-8.0994,-8.655832,Low,Low,Low,Low,-0.598532214,0.791218244,0.79443153,-0.510447518,0.649113949,0.508918886,-1.074531753,-0.120388238,0.362042931,0.116929063,0.047188496,0.089599259,-0.179376244,-1.428066757,0.07468242,-0.727713631,1.188515877,-0.169163743,-2.105484906,1.843498179,-0.244057753,0.416940513,0.090874138,0.32480674,0.456308729,-1.991117682,0.239844908,-1.937968584,0.368967404,0.495984849,0.304092645,0.309349088
-4.117155156,-0.022883783,0,0,0,0,0,179,High,0,0,0,0,-1.523358705,2.288851896,0,0,-7.187962,11.059483,1.4984158,-0.717902001,-0.008272007,0.048343037,0.194200237,0.079463711,-0.011916677,0.064903756,-0.128655312,-0.219532121,-4.1904941,4.994311361,-0.34292348,-1.197798603,0,0,0,4.117978253,2.378760704,0,0,0,0,-0.564731177,2.787235362,-1.048161632,0.689073208,Large,Large,0.710964093,-0.077019991,3.924635056,-2.121871006,0.105742164,8.599385292,0.878758547,-0.815936109,-7.553979007,-2.406450202,2.161102615,2.738518754,-4.634693488,7.375680384,-1.93052941,1.51013629,1.155038444,0.654966503,0.379384897,1.848155314,-0.060636396,-5.755397818,2.928405614,4.162482261,-1.775707726,2.134741103,-2.039114384,4.597165391,0.586693829,-6.469501745,-3.45218573,1.317135478,-0.534860897,0.031824313,-2.189897676,0.379760477,-2.126216509,-4.198349912,-7.551282364,-2.556938359,-3.879121555,3.945817567,-0.299049636,-1.456812496,0.796030789,-1.615330959,5.048698123,0.415870829,-3.114240622,3.903598161,-2.225209307,4.378200137,-2.51273254,-2.799331,-1.8634219,-11.847375,High,High,Low,High,1.759426572,1.755125009,-1.017272316,-0.080988583,-4.165553521,1.879919182,1.351196467,0.775906829,0.211042169,2.919227664,0.469457528,-1.257996452,2.43454038,-2.634249039,-0.870904736,0.899263503,2.683953505,-1.800119775,-0.169198919,0.258276198,1.51038425,-1.552828935,-1.761213769,-0.570593197,-0.807081482,-0.847073507,-0.132476071,-1.076601059,0.810458838,-1.771033631,0.687386984,-1.844737536
0,0,-2.518542969,0,-0.79207778,0,0,180,High,0,0,2.845963574,0,0,0,4.624832142,0,-7.7759023,-7.194021,2.5328207,-0.099668795,-0.148188857,0.154582222,0.119548494,-0.117696741,0.100482379,-0.026843204,-0.303610261,-0.048316756,0,1.879874459,1.09115986,0,0,-2.608792593,0,-1.430552957,0,-4.568579121,1.054892747,0,0,-4.222928541,-0.285748684,-1.743669277,1.677168145,Large,Large,1.081440381,0.145984325,-0.766522713,0.545843988,0.717015454,-0.44603229,0.502804082,-0.435491189,0.745976413,-0.734259109,-0.654140318,-0.879963505,0.105443463,0.212695138,-1.184684369,0.689430965,-1.482151622,2.620776304,2.453878767,0.135814543,-0.84599587,1.811907992,0.692155384,0.12686048,-0.507348154,4.731291378,-0.725973612,1.557264544,0.035705902,1.122461247,-0.572940244,0.601187062,-0.903120524,0.453256119,0.912648611,0.381642527,0.180429468,-1.967439294,1.572971069,0.938264467,0.34385234,0.553070034,0.644420419,-1.056101601,-0.369605791,1.298611414,2.029165915,0.418705195,0.495362698,1.88859784,-0.179249672,-0.709439687,1.372668419,5.3512588,-3.686171,1.9108533,High,High,Low,Low,0.206917841,1.009123998,-0.161388058,-0.260026795,0.139980393,0.370755089,-0.008851669,0.28504353,0.115659325,0.170127919,1.032951045,-0.614717069,-0.106472465,-0.670481758,-1.870835603,0.712088882,-0.042517378,1.011944276,-0.11826595,0.143265402,0.842798198,-0.343359508,1.753763331,2.2320602,-0.771460558,-0.495895083,-0.38783754,0.439862548,0.140590228,0.694219495,-2.294203713,-0.706614952
0,1.851131038,0,0,0,0,-3.036025615,181,High,0,0,0,0,0,-2.270390846,4.462664189,0,-9.716612,-6.5699244,1.1761185,-0.217538652,-0.007776976,0.297144801,-0.090992771,-0.093887152,0.073835661,-0.009169592,0.01886393,-0.018284067,0,0,0,1.716846415,0,0,-0.596410077,-2.009168914,0.650708591,0,1.61354163,-1.107874953,0,-1.631691291,1.223531218,1.201398345,-0.324429216,Small,Small,-0.695672049,-2.123548268,0.248592461,2.852854378,0.285741982,-2.14944594,-1.819250288,0.084278447,2.360952628,1.799975134,-0.862853084,-1.786961526,0.488017969,-1.12954388,0.620370146,0.740980953,0.256615109,-0.383888988,0.105255785,-0.502406482,-0.966328163,0.254719508,-0.535247299,-0.445209034,0.152277165,0.913251048,-0.200708741,0.614838015,0.120534347,-0.988086471,0.860735307,0.654293439,1.106503265,-0.217105057,0.687607559,-1.05524453,1.630974585,2.290253449,1.522925208,0.112202232,-0.572181597,-1.223957627,0.171024063,1.252089068,-1.159047373,-0.927200761,-0.824567139,-0.48921175,-0.315155311,-1.060589285,-0.918346919,-0.526584168,1.603133452,-0.84479785,-8.111599,-5.1784916,High,High,Low,Low,-0.276864875,-1.254290438,-0.272484823,-0.359158212,1.178108637,0.217498438,-0.963197693,0.022887479,-0.952570478,-0.302074565,-0.069033125,0.462537702,-0.04368271,-0.585274904,0.427592453,0.365857627,-0.603715546,-0.758917971,0.050837719,-0.449861441,-0.086976366,-0.153441105,1.77238779,0.286254991,-0.213473413,0.454688878,0.403000025,-0.204313076,-0.233228546,-0.006315448,0.876751382,0.193373657
0,1.659359428,0,0,2.182394734,0,0,182,High,0,0,2.128756373,0,0,-1.514894838,0,0,11.83473,-7.055764,-2.8956668,-0.429409456,-0.048414956,-0.264794602,0.107170142,0.057312854,0.345741422,-0.253090715,0.187720625,0.310663719,0,0,-2.062702574,1.842037358,2.347673203,-2.81219987,0,0,0,0,8.84683731,1.624606537,0,-0.578537228,-1.298039861,2.112786841,-0.037763583,Large,Small,1.621133571,0.732272332,-0.646138668,1.701268775,-0.728023059,0.162571113,-0.538767867,-3.759938667,1.937484985,2.473112124,-0.576988506,2.17872122,-0.093705743,-1.1556962,-0.346013916,1.079995406,-0.734741817,0.959203193,0.655421961,0.328062454,0.554669798,2.904903017,-0.555793019,-1.473662834,0.184948836,0.638598483,-1.1635382,-1.018183893,1.135085192,0.389652817,-0.220039608,1.089823934,0.627612786,1.85353989,0.344815235,1.602028213,-0.531213294,-3.268186258,-0.446150329,-0.565267061,-0.018632843,1.994147184,-1.03383093,-1.806184918,1.434781465,-0.160326961,2.134045341,0.612966856,-2.056456385,1.345541473,-0.179249672,0.129645337,-0.086943455,7.201332,7.302417,5.0216064,Low,Low,Low,Low,1.34771195,1.489469999,-0.566572063,-0.614847209,0.60826704,-0.264534754,-1.101875927,0.816900048,1.065821077,-0.67531756,0.520778383,1.89531145,-0.358657389,-0.313659613,0.387553452,-0.379129183,-0.323339364,0.624956989,-0.096435459,0.041726105,-1.74479619,0.283183362,0.916640315,-0.102340143,0.548463398,-1.985453501,-1.060400298,0.374182572,0.686784638,0.570266604,0.563645216,0.636875448
0,0,0,0.490897269,0,-3.189757173,0,183,High,0,0,1.462303744,0,0,0,0,-2.12745245,21.584156,50.685715,-17.928936,-0.064712632,-0.267671606,0.548634373,0.001019273,-0.176017172,0.080790038,-0.022922684,-0.148731882,-0.048225881,0,0,1.872056183,-1.180567191,-2.029382976,0,-1.063639856,0,0,-0.707723425,0,2.28918652,0,-1.792004812,-0.970272538,-0.973489108,-1.521129862,Small,Large,0.490610789,-0.49481366,1.380455624,1.537906114,1.976251208,-0.273530375,-0.44488257,-0.073431499,0.446598092,-1.184845091,0.605207022,-0.832733371,-0.152114336,0.640156145,-1.137482921,-0.344992779,0.145982789,0.423077864,2.286994961,-1.066166937,-0.317611954,0.818755933,-0.324410259,-0.178233376,0.825682425,0.158216175,0.696684542,0.166212422,0.653437072,-0.154799689,-0.829439416,-0.450349296,-0.316073521,0.529781105,0.400852447,1.704528779,0.103857845,2.131737699,0.641017901,0.791413815,0.352361243,0.439540066,0.44082554,-1.268760328,1.337040266,0.296612657,-0.432715293,-0.391850284,0.530781588,0.922833649,-0.179249672,0.290002096,0.220343255,8.037173,10.551553,3.1104963,High,High,High,Low,-0.294606659,0.618066371,-0.445847843,0.312462476,-0.123863198,0.195537399,1.183882945,-0.664984912,0.69045669,-0.298887216,-0.516664315,-0.549328795,0.01834784,-0.531126235,-0.538847132,0.346348377,0.058728816,0.027770281,0.264305009,-0.450208598,1.542614016,-0.180061436,0.554933129,0.35951642,0.773180325,-0.165526049,0.246064491,-0.068831172,-0.501302141,1.111548196,0.523821549,1.109436542
-4.117155156,-0.022883783,0,0,0,0,0,184,Low,0,1.254598158,0,0,0,0,0,-2.18349927,-1.3677979,-9.838326,7.3399415,-0.227865018,-0.145561174,0.111856833,0.103425826,-0.004608238,0.332339406,0.302160106,0.121813427,0.123701578,8.03530174,0,-3.568124855,1.270039957,-4.075368264,5.650109597,0,0,0,0,0,2.674872316,0,0.422221385,-0.230234546,1.503623551,0.612750235,Small,Large,-1.067750992,-1.07226467,0.165332602,-0.263437313,-0.803671294,2.026645115,1.393043185,-0.742626579,-2.59677588,-1.288987978,3.425191806,2.195785267,0.27526447,3.876192021,1.240014345,-0.73092077,0.523832245,2.989960827,0.612656827,-1.401648447,1.611770805,0.222628077,0.033318204,-0.926045217,0.290414097,-2.372950386,-0.764786925,0.562214452,2.106905375,-1.287972618,-0.390620868,-0.884666259,-0.962663042,1.087876829,1.013650895,-2.993277763,-2.827068611,-0.989181627,-1.326608923,-0.827191793,-0.018861329,1.034657773,0.078251213,-1.673058042,1.521160918,2.769706853,-1.283236577,-2.698331099,4.101463569,1.912375403,-0.179249672,0.357989114,0.566040804,1.7385656,5.4651484,-8.940384,High,Low,High,Low,-0.324762921,1.148859587,-0.977106955,1.613409133,-0.622087552,0.740161989,-0.057588243,-2.024195498,0.160496222,-0.549759182,-0.065964108,0.844900093,-0.3185205,0.295184034,0.978114401,-1.898216802,-0.396307316,0.173655599,-0.714691954,-1.039757766,-0.382741328,-0.929649494,-0.016167301,0.454115057,1.135845877,0.802229186,3.11769037,0.592013265,-0.352491678,-2.254035355,0.752069866,0.456955073
-4.117155156,-0.022883783,0,0,0,0,0,185,Low,0,2.24016003,0,0,0,0,0,-2.262780114,-0.32146913,-4.931705,5.35041,-0.479851286,0.104489513,0.14718529,0.154076695,-0.03611926,-0.087272602,0.042877396,-0.209101397,0.00811212,0,0,-0.922616814,-0.959141083,0,-1.201876495,0,0,0,0,-1.356282877,2.233851875,4.679323148,-0.481462803,0.224395115,1.090680978,0.285926907,Large,Large,1.527636328,-0.716700482,0.193276301,0.457973147,0.69526359,-0.672922484,-0.351818999,0.57644781,0.762558147,0.335768645,-1.001442289,-0.635633779,-0.503654708,-0.734791701,-0.162850048,-1.327244226,0.638776928,-2.28808999,0.935120879,-0.805314422,0.256650659,0.375635996,-0.353616219,1.014856774,0.596121824,1.410969746,0.768059856,0.326161484,-1.113531111,-0.168250315,0.748817246,-1.488882191,-0.485646021,1.558046882,0.184893391,-0.111279612,0.472997203,0.568409015,0.870993749,1.112709517,0.574717055,1.035049133,2.778271687,1.252089068,-1.765090525,-1.579987058,0.060028533,0.664213514,0.71383588,-2.526029861,-0.918346919,1.713911315,0.450808288,-1.7791537,-8.46863,-2.911727,High,Low,High,High,0.730452577,-0.753758286,-0.709210596,-0.650655624,0.278800147,-0.010867344,-0.556766653,0.009598953,-0.252444099,1.143364785,0.000493082,-0.285611038,-0.476159203,-1.294350739,-0.245116464,-0.459734787,-0.381936983,-0.038955144,1.526030444,-0.122003256,0.085773339,0.534151692,-0.185407367,-0.028952476,1.111772111,0.830596852,-0.760498687,0.248587092,1.114861487,-0.540897224,-0.521293574,1.970670083
0,0,0,0,-1.425416429,0,-3.722878645,186,High,0,-1.550276433,0,0,0,-2.477986298,0,0,11.675425,3.4980683,-10.646724,-0.228139877,-0.399665728,0.14821095,-0.142811781,0.200587377,-0.490883138,0.200188299,0.195393757,0.05954227,0,0,-0.860578854,0,0,0,-0.604691402,-3.743038309,1.353436895,0,2.399045531,-1.97051688,0,-0.224387195,-1.571946414,0.644426667,-0.010150847,Large,Small,0.96448993,1.263779883,0.925612947,-0.4966618,-1.412464887,-0.393694331,2.77955485,-1.0284394,-0.311329801,2.307485695,-0.657783138,2.297356544,0.288710827,1.306346191,2.482964908,-1.826575049,1.40820811,-1.406202721,-0.891107125,2.203574314,0.526212354,-1.420303184,-0.562934445,-0.176003995,-0.936722483,1.385479309,-2.747832828,0.064244155,0.245695246,1.718588445,-0.486970367,-0.488110058,0.533464002,0.521245722,0.642420772,-3.178088334,1.358137889,-4.805059944,-0.693537755,-3.075592458,-1.189048332,0.823795428,1.869503115,-0.556236521,-1.14397395,0.46462644,-0.434876284,1.980466266,2.646855216,-1.547975174,0.202536959,0.031522667,-0.545551764,7.2974567,-1.2342597,-1.3933655,High,Low,High,High,1.636876729,-0.855544458,1.756616592,0.290954974,0.186502625,0.218201885,-1.743530307,-0.232108766,0.741937814,0.199623089,0.108134147,-0.533664037,0.28329923,-0.158466366,0.801780478,-0.780154931,-1.425374033,-0.922648598,0.290059444,-0.031580303,1.107808277,-1.136041519,-0.51432191,-0.0443752,-0.368351002,-0.728482917,0.218912411,0.134606197,-0.6249467,1.202108539,-0.298470067,-0.802149791
-4.117155156,-0.022883783,0,0,0,0,0,187,High,0,-0.66479723,0,0,0,0,0,-0.813151297,13.120136,3.2743456,5.5137486,-0.360138853,-0.008204967,0.20147096,0.14243797,-0.205943582,-0.038916768,-0.065652453,0.303087792,0.018435268,0,0.580779653,-3.689906864,-0.562453307,-1.811729297,0,-0.509691139,0,2.455070978,0,0,0,0,1.663094462,-0.387042542,0.190538671,0.148061347,Small,Small,1.326909128,-2.285058721,2.860181547,-1.420838605,-1.426394469,-0.146095452,-0.1027712,-1.438198824,1.20238056,-0.065057092,-1.39144922,-1.068390892,0.76272597,-1.004472281,1.608247198,0.087997953,1.721587462,-0.996170903,2.655817978,1.750397802,0.81024691,3.384233333,1.097154889,0.282810801,0.006674582,-0.068352862,0.088449025,-0.957144556,-0.263776867,1.269083025,-1.144638355,2.479238508,0.327219627,0.449254053,0.331152078,0.34881166,0.333946351,-2.117859836,-0.873102559,-2.454586882,0.255815553,0.983891016,0.969755017,-0.960534235,-1.047891675,-0.79836447,0.591701866,1.404202051,-4.003784658,1.89217757,-0.918346919,1.190817384,-0.202175971,-1.0396373,8.246558,3.3520157,High,Low,High,High,1.112160445,0.54996112,0.913197055,-1.606309226,0.914353194,0.362791968,0.027763871,-0.155490801,0.327522275,0.273159806,-0.520803936,0.253129068,1.097649041,-1.163659552,1.464906871,-0.020663795,-0.47522395,-0.313730986,-0.46256265,0.317477624,0.556370307,-0.928274714,-0.322481533,-0.377628743,0.534041703,-0.03752786,-0.284621565,0.855417831,0.154193164,-1.737049719,-0.019069166,0.234491187
0,-5.4334145,0,0,0.587243882,0,0,188,Low,4.712248447,0,0,2.707762767,0,0,0,0,3.273805,6.230042,-13.985019,0.946060475,-0.079422059,0.046686093,-0.245809656,-0.019319656,0.077331911,-0.022726726,-0.038815754,-0.027882304,0,-1.121278391,-2.045071024,0.706090715,0,0,0,3.195620631,2.068770765,0,-1.125534501,0,0,0.000286104,-2.872540984,-1.92784221,0.140277744,Large,Small,-0.813145664,-0.297162667,-1.645626728,0.17564936,-0.144614141,-2.710212982,-1.558824154,1.137647732,2.30791787,0.319138794,-0.853888854,-1.272327537,1.450020524,-1.333080761,-0.164968073,-0.396542767,0.145982789,-0.809549389,1.073416961,-2.602725523,-0.940542885,-0.322995818,0.073312711,-0.382629827,0.576101319,-2.278820787,0.772549084,0.420580127,0.010193458,-0.236459728,1.744145529,-0.223019826,1.768107101,-1.342761944,1.344075532,-0.772850299,1.036078476,2.519496671,2.364706238,1.000080101,0.708790676,-2.342452667,-0.185659365,1.532121783,-0.949199743,0.448446807,-1.8596614,-1.430517744,0.899478673,-1.452628843,0.58432359,-0.249819537,-1.234625105,-5.405054,1.4218917,11.965806,Low,High,Low,High,-1.565608777,-1.249863819,-0.710094665,-0.459446901,0.943303806,-0.435959533,-0.236861171,0.141950209,1.251463483,-0.071803968,-0.57528006,-0.283100841,-0.348488548,0.575746296,-0.456393713,-0.550155781,0.980833675,-0.01848458,-0.039223112,0.501158177,0.611965887,-0.172769884,-0.357100665,-0.215797139,0.869048187,-0.524554853,0.188667218,1.163882219,0.201488177,0.914298431,-0.750172713,-0.509027803
0,0,0,-7.506594915,0.294763822,0,0,189,Low,0,-1.727208644,-2.976556985,0,0,0,0,0,17.10198,1.4275368,-0.5434967,0.870918837,-0.329442194,-0.052890841,-0.133598172,0.051879757,-0.168199106,-0.100196396,-0.015315423,0.064043483,0,0,0.582923478,0,2.329530104,0,0,0,-0.78368487,0,-0.784858968,0.530148672,-4.375793957,-0.19638443,-1.811241306,0.464467224,-1.318161934,Large,Small,-1.760091568,2.587799097,0.049219348,-0.736899844,-2.470725888,-1.613897971,0.058125482,0.001113287,-1.205913097,0.89691906,-0.95537938,0.774454476,0.16341448,-0.204980232,1.974207606,-0.274665741,-0.402810198,-0.077688227,-1.510942181,0.075512359,-0.851879998,-1.329911529,-1.391857774,-1.297549762,0.484715319,-1.700102612,-1.076831673,1.651018616,0.328265687,-0.749756639,-1.162637258,1.003234143,2.134957209,-0.810878226,-0.809928585,0.129148585,1.876308039,0.871272124,0.671465405,0.129751909,-1.628669154,-0.961757797,-0.600031328,1.079788258,-0.609461933,1.574327911,-0.810950376,-2.775289085,-2.011724414,-0.506274512,-0.179249672,0.475342886,-0.432641004,3.1331744,-77.41861,-4.4593315,Low,Low,High,Low,-0.736358135,-0.740409724,0.353945824,-1.337106635,-0.644305065,0.15254854,-0.578423458,-0.404173693,1.313645399,-0.719571928,-0.454140299,0.397038507,-0.640525569,0.270398361,0.038537424,-0.740828189,-0.020586716,-1.16375223,-0.999620634,1.03400416,-0.392404761,0.524069651,0.429773539,0.106238807,0.19890641,0.272631718,0.233346805,-4.129807221,-0.280048747,0.370668062,1.52584447,-1.171962292
0,-5.878132722,0,0,0,0,-0.89282848,190,Low,0,1.495815379,0,0,-1.088710771,0,0,0,15.992367,2.2680314,2.980257,0.661251879,-0.40610076,0.007111652,-0.207388318,0.132019381,0.077791753,0.208738607,0.020744611,0.116939058,0,-6.516940525,-0.738187663,0,-1.555800936,0,-0.493146087,0,0.611742443,0,-0.982306486,0,0,0.352770594,-1.722657393,-0.269993386,0.204069363,Large,Small,-0.4163398,2.305200111,-1.708158208,-4.127037672,-3.621228045,0.16134778,-0.454681551,1.01194963,0.632457091,1.41814694,0.325676583,2.557097899,1.606553111,-0.403145366,1.018885061,-1.800103134,0.156166654,-0.037262639,-1.841103815,0.768515173,-0.457060674,2.284540488,-0.668195459,0.422714192,0.736824718,-1.70721411,0.97018751,0.704905481,1.147882473,2.433884798,-0.326241529,-1.285986984,1.913752813,1.656172945,2.412659668,0.74590593,0.483268864,-0.188424121,1.806301239,-0.380902968,0.2778676,-1.589888803,0.271000797,1.315956784,-0.929755689,2.69103199,-1.567071692,-2.145775149,1.961179534,1.382197468,-0.179249672,0.475342886,-0.432641004,-69.75531,22.525415,38.410275,Low,Low,High,High,-1.409943889,-0.70233897,1.249902412,0.642378757,0.709632504,-0.577246669,-0.687215502,-1.078068242,0.482360561,0.175426646,-1.065540704,0.514292572,-0.688486421,-0.66854808,0.026668505,-0.101353507,-0.354919524,0.935682219,0.664918207,0.31574542,0.01467643,0.459178576,-1.43421472,-1.022409523,-0.427813151,-1.631079199,-0.011995051,1.093388248,-0.417887334,-0.339247947,-0.917897255,-0.325419916
